"REF_DATE","GEO","DGUID","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1986","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","272712","","","","0"
"1987","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","277205","","","","0"
"1988","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","277623","","","","0"
"1989","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","280218","","","","0"
"1990","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","291737","","","","0"
"1991","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","308364","","","","0"
"1992","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","326435","","","","0"
"1993","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","344431","","","","0"
"1994","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","361414","","","","0"
"1995","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","369140","","","","0"
"1996","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","374095","","","","0"
"1997","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","377436","","","","0"
"1998","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","381460","","","","0"
"1999","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","383014","","","","0"
"2000","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","387138","","","","0"
"2001","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","392506","","","","0"
"2002","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","396991","","","","0"
"2003","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","399343","","","","0"
"2004","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","400754","","","","0"
"2005","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","400448","","","","0"
"2006","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","400991","","","","0"
"2007","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","403361","","","","0"
"2008","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","409207","","","","0"
"2009","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","419815","","","","0"
"2010","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","429734","","","","0"
"2011","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","441675","","","","0"
"2012","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","455534","","","","0"
"2013","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","474736","","","","0"
"2014","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","493339","","","","0"
"2015","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","510659","","","","0"
"2016","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","534238","","","","0"
"2017","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","578468","","","","0"
"2018","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","614185","","","","0"
"2019","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","644650","","","","0"
"2020","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","673546","","","","0"
"1971","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","122058","","","","0"
"1972","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","124771","","","","0"
"1973","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","126871","","","","0"
"1974","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","129605","","","","0"
"1975","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","133587","","","","0"
"1976","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","138023","","","","0"
"1977","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","142292","","","","0"
"1978","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","147362","","","","0"
"1979","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","152647","","","","0"
"1980","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","157354","","","","0"
"1981","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","162103","","","","0"
"1982","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","167422","","","","0"
"1983","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","172541","","","","0"
"1984","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","178382","","","","0"
"1985","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","183902","","","","0"
"1986","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","190057","","","","0"
"1987","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","197847","","","","0"
"1988","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","205610","","","","0"
"1989","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","214292","","","","0"
"1990","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","223314","","","","0"
"1991","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","227663","","","","0"
"1992","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","231201","","","","0"
"1993","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","231584","","","","0"
"1994","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","232562","","","","0"
"1995","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","241481","","","","0"
"1996","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","255651","","","","0"
"1997","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","271255","","","","0"
"1998","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","287641","","","","0"
"1999","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","302618","","","","0"
"2000","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","310744","","","","0"
"2001","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","316610","","","","0"
"2002","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","322110","","","","0"
"2003","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","327646","","","","0"
"2004","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","330464","","","","0"
"2005","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","334753","","","","0"
"2006","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","339814","","","","0"
"2007","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","344092","","","","0"
"2008","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","347720","","","","0"
"2009","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","350343","","","","0"
"2010","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","353355","","","","0"
"2011","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","355908","","","","0"
"2012","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","359678","","","","0"
"2013","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","366520","","","","0"
"2014","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","376139","","","","0"
"2015","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","383926","","","","0"
"2016","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","393567","","","","0"
"2017","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","408520","","","","0"
"2018","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","426261","","","","0"
"2019","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","444328","","","","0"
"2020","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","461015","","","","0"
"1971","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","75082","","","","0"
"1972","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","76990","","","","0"
"1973","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","78797","","","","0"
"1974","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","79931","","","","0"
"1975","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","81361","","","","0"
"1976","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","83568","","","","0"
"1977","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","86283","","","","0"
"1978","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","88674","","","","0"
"1979","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","92216","","","","0"
"1980","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","95545","","","","0"
"1981","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","98670","","","","0"
"1982","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","101876","","","","0"
"1983","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","105845","","","","0"
"1984","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","110284","","","","0"
"1985","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","113985","","","","0"
"1986","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","117533","","","","0"
"1987","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","122109","","","","0"
"1988","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","126186","","","","0"
"1989","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","131402","","","","0"
"1990","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","136109","","","","0"
"1991","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","140689","","","","0"
"1992","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","146167","","","","0"
"1993","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","151988","","","","0"
"1994","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","157689","","","","0"
"1995","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","164037","","","","0"
"1996","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","167329","","","","0"
"1997","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","169758","","","","0"
"1998","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","170414","","","","0"
"1999","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","172154","","","","0"
"2000","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","180580","","","","0"
"2001","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","193407","","","","0"
"2002","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","207702","","","","0"
"2003","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","222106","","","","0"
"2004","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","236083","","","","0"
"2005","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","244573","","","","0"
"2006","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","250967","","","","0"
"2007","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","254352","","","","0"
"2008","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","258368","","","","0"
"2009","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","260800","","","","0"
"2010","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","265780","","","","0"
"2011","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","271772","","","","0"
"2012","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","277039","","","","0"
"2013","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","280963","","","","0"
"2014","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","284239","","","","0"
"2015","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","287196","","","","0"
"2016","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","290923","","","","0"
"2017","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","295899","","","","0"
"2018","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","302432","","","","0"
"2019","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","311478","","","","0"
"2020","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","319548","","","","0"
"1971","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","36314","","","","0"
"1972","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","37689","","","","0"
"1973","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","38655","","","","0"
"1974","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","39910","","","","0"
"1975","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","40820","","","","0"
"1976","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","41813","","","","0"
"1977","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","43198","","","","0"
"1978","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","44464","","","","0"
"1979","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","45730","","","","0"
"1980","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","47514","","","","0"
"1981","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","49848","","","","0"
"1982","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","51877","","","","0"
"1983","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","53390","","","","0"
"1984","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","55256","","","","0"
"1985","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","57320","","","","0"
"1986","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","59468","","","","0"
"1987","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","62305","","","","0"
"1988","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","64937","","","","0"
"1989","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","68137","","","","0"
"1990","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","70735","","","","0"
"1991","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","72340","","","","0"
"1992","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","74512","","","","0"
"1993","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","76968","","","","0"
"1994","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","79695","","","","0"
"1995","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","82296","","","","0"
"1996","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","85465","","","","0"
"1997","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","88169","","","","0"
"1998","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","91464","","","","0"
"1999","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","95323","","","","0"
"2000","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","99659","","","","0"
"2001","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","102522","","","","0"
"2002","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","105432","","","","0"
"2003","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","107208","","","","0"
"2004","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","109891","","","","0"
"2005","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","117705","","","","0"
"2006","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","128753","","","","0"
"2007","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","138391","","","","0"
"2008","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","147797","","","","0"
"2009","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","156931","","","","0"
"2010","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","162691","","","","0"
"2011","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","166263","","","","0"
"2012","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","171242","","","","0"
"2013","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","175981","","","","0"
"2014","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","179180","","","","0"
"2015","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","183123","","","","0"
"2016","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","188834","","","","0"
"2017","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","193756","","","","0"
"2018","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","198227","","","","0"
"2019","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","201610","","","","0"
"2020","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","204227","","","","0"
"1991","Ontario","2016A000235","Both sexes","90 to 94 years","Persons","249","units","0","v31226758","7.1.126","","..","","","0"
"1992","Ontario","2016A000235","Both sexes","90 to 94 years","Persons","249","units","0","v31226758","7.1.126","","..","","","0"
"1993","Ontario","2016A000235","Both sexes","90 to 94 years","Persons","249","units","0","v31226758","7.1.126","","..","","","0"
"1994","Ontario","2016A000235","Both sexes","90 to 94 years","Persons","249","units","0","v31226758","7.1.126","","..","","","0"
"1995","Ontario","2016A000235","Both sexes","90 to 94 years","Persons","249","units","0","v31226758","7.1.126","","..","","","0"
"1996","Ontario","2016A000235","Both sexes","90 to 94 years","Persons","249","units","0","v31226758","7.1.126","","..","","","0"
"1997","Ontario","2016A000235","Both sexes","90 to 94 years","Persons","249","units","0","v31226758","7.1.126","","..","","","0"
"1998","Ontario","2016A000235","Both sexes","90 to 94 years","Persons","249","units","0","v31226758","7.1.126","","..","","","0"
"1999","Ontario","2016A000235","Both sexes","90 to 94 years","Persons","249","units","0","v31226758","7.1.126","","..","","","0"
"2000","Ontario","2016A000235","Both sexes","90 to 94 years","Persons","249","units","0","v31226758","7.1.126","","..","","","0"
"2001","Ontario","2016A000235","Both sexes","90 to 94 years","Persons","249","units","0","v31226758","7.1.126","38161","","","","0"
"2002","Ontario","2016A000235","Both sexes","90 to 94 years","Persons","249","units","0","v31226758","7.1.126","39950","","","","0"
"2003","Ontario","2016A000235","Both sexes","90 to 94 years","Persons","249","units","0","v31226758","7.1.126","42118","","","","0"
"2004","Ontario","2016A000235","Both sexes","90 to 94 years","Persons","249","units","0","v31226758","7.1.126","44802","","","","0"
"2005","Ontario","2016A000235","Both sexes","90 to 94 years","Persons","249","units","0","v31226758","7.1.126","47272","","","","0"
"2006","Ontario","2016A000235","Both sexes","90 to 94 years","Persons","249","units","0","v31226758","7.1.126","49615","","","","0"
"2007","Ontario","2016A000235","Both sexes","90 to 94 years","Persons","249","units","0","v31226758","7.1.126","51141","","","","0"
"2008","Ontario","2016A000235","Both sexes","90 to 94 years","Persons","249","units","0","v31226758","7.1.126","52193","","","","0"
"2009","Ontario","2016A000235","Both sexes","90 to 94 years","Persons","249","units","0","v31226758","7.1.126","54113","","","","0"
"2010","Ontario","2016A000235","Both sexes","90 to 94 years","Persons","249","units","0","v31226758","7.1.126","59293","","","","0"
"2011","Ontario","2016A000235","Both sexes","90 to 94 years","Persons","249","units","0","v31226758","7.1.126","65529","","","","0"
"2012","Ontario","2016A000235","Both sexes","90 to 94 years","Persons","249","units","0","v31226758","7.1.126","71319","","","","0"
"2013","Ontario","2016A000235","Both sexes","90 to 94 years","Persons","249","units","0","v31226758","7.1.126","76564","","","","0"
"2014","Ontario","2016A000235","Both sexes","90 to 94 years","Persons","249","units","0","v31226758","7.1.126","81696","","","","0"
"2015","Ontario","2016A000235","Both sexes","90 to 94 years","Persons","249","units","0","v31226758","7.1.126","84948","","","","0"
"2016","Ontario","2016A000235","Both sexes","90 to 94 years","Persons","249","units","0","v31226758","7.1.126","88843","","","","0"
"2017","Ontario","2016A000235","Both sexes","90 to 94 years","Persons","249","units","0","v31226758","7.1.126","91706","","","","0"
"2018","Ontario","2016A000235","Both sexes","90 to 94 years","Persons","249","units","0","v31226758","7.1.126","94282","","","","0"
"2019","Ontario","2016A000235","Both sexes","90 to 94 years","Persons","249","units","0","v31226758","7.1.126","96345","","","","0"
"2020","Ontario","2016A000235","Both sexes","90 to 94 years","Persons","249","units","0","v31226758","7.1.126","98638","","","","0"
"1991","Ontario","2016A000235","Both sexes","95 to 99 years","Persons","249","units","0","v31226764","7.1.132","","..","","","0"
"1992","Ontario","2016A000235","Both sexes","95 to 99 years","Persons","249","units","0","v31226764","7.1.132","","..","","","0"
"1993","Ontario","2016A000235","Both sexes","95 to 99 years","Persons","249","units","0","v31226764","7.1.132","","..","","","0"
"1994","Ontario","2016A000235","Both sexes","95 to 99 years","Persons","249","units","0","v31226764","7.1.132","","..","","","0"
"1995","Ontario","2016A000235","Both sexes","95 to 99 years","Persons","249","units","0","v31226764","7.1.132","","..","","","0"
"1996","Ontario","2016A000235","Both sexes","95 to 99 years","Persons","249","units","0","v31226764","7.1.132","","..","","","0"
"1997","Ontario","2016A000235","Both sexes","95 to 99 years","Persons","249","units","0","v31226764","7.1.132","","..","","","0"
"1998","Ontario","2016A000235","Both sexes","95 to 99 years","Persons","249","units","0","v31226764","7.1.132","","..","","","0"
"1999","Ontario","2016A000235","Both sexes","95 to 99 years","Persons","249","units","0","v31226764","7.1.132","","..","","","0"
"2000","Ontario","2016A000235","Both sexes","95 to 99 years","Persons","249","units","0","v31226764","7.1.132","","..","","","0"
"2001","Ontario","2016A000235","Both sexes","95 to 99 years","Persons","249","units","0","v31226764","7.1.132","9172","","","","0"
"2002","Ontario","2016A000235","Both sexes","95 to 99 years","Persons","249","units","0","v31226764","7.1.132","9529","","","","0"
"2003","Ontario","2016A000235","Both sexes","95 to 99 years","Persons","249","units","0","v31226764","7.1.132","10034","","","","0"
"2004","Ontario","2016A000235","Both sexes","95 to 99 years","Persons","249","units","0","v31226764","7.1.132","10290","","","","0"
"2005","Ontario","2016A000235","Both sexes","95 to 99 years","Persons","249","units","0","v31226764","7.1.132","10659","","","","0"
"2006","Ontario","2016A000235","Both sexes","95 to 99 years","Persons","249","units","0","v31226764","7.1.132","11495","","","","0"
"2007","Ontario","2016A000235","Both sexes","95 to 99 years","Persons","249","units","0","v31226764","7.1.132","12249","","","","0"
"2008","Ontario","2016A000235","Both sexes","95 to 99 years","Persons","249","units","0","v31226764","7.1.132","13051","","","","0"
"2009","Ontario","2016A000235","Both sexes","95 to 99 years","Persons","249","units","0","v31226764","7.1.132","13879","","","","0"
"2010","Ontario","2016A000235","Both sexes","95 to 99 years","Persons","249","units","0","v31226764","7.1.132","14741","","","","0"
"2011","Ontario","2016A000235","Both sexes","95 to 99 years","Persons","249","units","0","v31226764","7.1.132","15348","","","","0"
"2012","Ontario","2016A000235","Both sexes","95 to 99 years","Persons","249","units","0","v31226764","7.1.132","16125","","","","0"
"2013","Ontario","2016A000235","Both sexes","95 to 99 years","Persons","249","units","0","v31226764","7.1.132","16592","","","","0"
"2014","Ontario","2016A000235","Both sexes","95 to 99 years","Persons","249","units","0","v31226764","7.1.132","17627","","","","0"
